epoch,accuracy,dice_coef,loss,lr,mean_io_u,precision,sensitivity,specificity,val_accuracy,val_dice_coef,val_loss,val_mean_io_u,val_precision,val_sensitivity,val_specificity
16,0.9916008710861206,0.5741162300109863,0.024987204000353813,0.001,0.5988644361495972,0.9928366541862488,0.9895071983337402,0.9975672364234924,0.992786169052124,0.5820125937461853,0.0252700038254261,0.45521748065948486,0.9935996532440186,0.9911408424377441,0.9978259205818176
17,0.99241042137146,0.5928428769111633,0.021936258301138878,0.001,0.5081519484519958,0.9934565424919128,0.9904112815856934,0.9977721571922302,0.9930069446563721,0.6057482957839966,0.024724429473280907,0.7697052955627441,0.9934417009353638,0.9917159080505371,0.9977889060974121
18,0.9923999309539795,0.5976936221122742,0.022319259122014046,0.001,0.6695018410682678,0.9931826591491699,0.9906359910964966,0.9976902604103088,0.9917547702789307,0.571180522441864,0.02723100408911705,0.7594473361968994,0.9928039312362671,0.9900144338607788,0.9975666403770447
19,0.9929026365280151,0.6065722703933716,0.020635392516851425,0.001,0.6928420066833496,0.9937081336975098,0.991091251373291,0.9978625774383545,0.9929726719856262,0.6002336144447327,0.024042150005698204,0.436906099319458,0.9935231804847717,0.9914984703063965,0.9978099465370178
20,0.9920274615287781,0.5841256380081177,0.02430589124560356,0.001,0.5076459646224976,0.9929115772247314,0.9901643395423889,0.9975972175598145,0.9925081133842468,0.5769948363304138,0.026599319651722908,0.4423012137413025,0.993070662021637,0.9910269975662231,0.9976623058319092
21,0.9883882999420166,0.48780518770217896,0.03808320313692093,0.001,0.5383378267288208,0.990875780582428,0.9856074452400208,0.9969111084938049,0.9907693266868591,0.5376975536346436,0.030464734882116318,0.4310033619403839,0.9917572736740112,0.9889920949935913,0.9972257614135742
22,0.9923492670059204,0.593453049659729,0.022326858714222908,0.00020000001,0.44654184579849243,0.993455708026886,0.9902681112289429,0.9977695941925049,0.9931100010871887,0.6062262058258057,0.023181403055787086,0.45481473207473755,0.9936040639877319,0.9916773438453674,0.997840166091919
23,0.9931493401527405,0.6203399896621704,0.01967415027320385,0.00020000001,0.4656442403793335,0.9938049912452698,0.9914066791534424,0.9978955984115601,0.9932924509048462,0.6167939305305481,0.022989042103290558,0.48380690813064575,0.9936969876289368,0.991971492767334,0.9978724122047424
24,0.9934254884719849,0.6276898384094238,0.018722981214523315,0.00020000001,0.4865632951259613,0.9940164089202881,0.9917104840278625,0.9979667663574219,0.9934050440788269,0.6251384019851685,0.02224724553525448,0.46594303846359253,0.9936208128929138,0.9921938180923462,0.9978538751602173
25,0.9936408996582031,0.6375972628593445,0.018164558336138725,0.00020000001,0.5083590745925903,0.9940841197967529,0.9920693635940552,0.9979931712150574,0.9934898614883423,0.6173779368400574,0.021403934806585312,0.5057553052902222,0.9939963817596436,0.9919763803482056,0.9979702830314636
26,0.9938259124755859,0.6400945782661438,0.017503859475255013,0.00020000001,0.5532767176628113,0.9942809343338013,0.9922113418579102,0.9980573058128357,0.9937489032745361,0.6339637041091919,0.021092062816023827,0.5266627073287964,0.993988573551178,0.9925418496131897,0.9979745149612427
27,0.9939534068107605,0.6468296647071838,0.017126355320215225,0.00020000001,0.5809041857719421,0.9943403005599976,0.9924088716506958,0.9980794787406921,0.9936866164207458,0.6335824728012085,0.021290356293320656,0.5713763236999512,0.9940284490585327,0.9923810362815857,0.9979830384254456
28,0.9940997362136841,0.6526393890380859,0.01665809564292431,0.00020000001,0.6204631328582764,0.9944441318511963,0.992569088935852,0.9981142282485962,0.9936947822570801,0.6394068598747253,0.021493010222911835,0.6969329714775085,0.9939832091331482,0.9924594759941101,0.9979711771011353
29,0.9943550825119019,0.6592162847518921,0.01583835668861866,4.0000003e-05,0.6762037873268127,0.9946534633636475,0.9928296804428101,0.9981834292411804,0.9938575029373169,0.6467553973197937,0.020979702472686768,0.6441148519515991,0.9940592646598816,0.9926967024803162,0.9979987144470215
30,0.9944244027137756,0.6639789342880249,0.015643693506717682,4.0000003e-05,0.6568142175674438,0.9946756362915039,0.9929519295692444,0.9981929063796997,0.9938585162162781,0.6466237902641296,0.020830368623137474,0.6232773661613464,0.9940338134765625,0.9927242398262024,0.9979920387268066
31,0.9944635033607483,0.6644978523254395,0.01553482748568058,4.0000003e-05,0.6706603765487671,0.9947037696838379,0.9929971694946289,0.9982031583786011,0.9938948750495911,0.6468569040298462,0.020653173327445984,0.6722718477249146,0.9941240549087524,0.9926934242248535,0.9980200529098511
32,0.9945188760757446,0.6678785085678101,0.015376020222902298,4.0000003e-05,0.7240703105926514,0.9947242140769958,0.9930873513221741,0.9982113838195801,0.9938104152679443,0.6407433748245239,0.020994391292333603,0.7118047475814819,0.994123637676239,0.9925317764282227,0.9980156421661377
33,0.9945263266563416,0.6663390398025513,0.01531437411904335,4.0000003e-05,0.7684978246688843,0.9947563409805298,0.9930596947669983,0.9982202649116516,0.9939121603965759,0.6476446390151978,0.02082211524248123,0.7900631427764893,0.994123101234436,0.9927423596382141,0.9980207085609436
34,0.994607150554657,0.6683351993560791,0.015088106505572796,8.000001e-06,0.784563422203064,0.9948121905326843,0.9931613206863403,0.998239278793335,0.9939375519752502,0.6488844752311707,0.020767711102962494,0.793128252029419,0.9941366314888,0.9927698969841003,0.9980259537696838
35,0.9946205019950867,0.6689525246620178,0.01504888292402029,8.000001e-06,0.7974700927734375,0.9948260188102722,0.9931707978248596,0.9982439279556274,0.9939457774162292,0.6499085426330566,0.0208616703748703,0.800713300704956,0.9941362738609314,0.9927926063537598,0.99802565574646
36,0.9946385622024536,0.6708378195762634,0.01499964203685522,1.6000001e-06,0.8044207096099854,0.9948230981826782,0.9932198524475098,0.9982434511184692,0.9939492344856262,0.6497417092323303,0.02078879252076149,0.7987717986106873,0.9941434264183044,0.99278724193573,0.9980282187461853
37,0.9946397542953491,0.6703985333442688,0.014989634044468403,1.6000001e-06,0.8023415803909302,0.9948316812515259,0.9932072758674622,0.9982460737228394,0.9939495921134949,0.6497402191162109,0.020773204043507576,0.7986711263656616,0.9941443204879761,0.9927856922149658,0.9980279803276062
